price,rating,title
$12.99,4.5 out of 5 stars,['Easy Chinese Cookbook: Restaurant Favorites Made Simple']
$10.88,4.3 out of 5 stars,['The 30-Day Vegan Meal Plan for Beginners']
$16.59,4.7 out of 5 stars,['The Flavor Matrix: The Art and Science of Pairing Common Ingredients to Create Extraordinary Dishes']
$16.59,4.6 out of 5 stars,['Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)']
$15.29,4.7 out of 5 stars,['The Complete Juicing Recipe Book: 360 Easy Recipes for a Healthier Life']
$16.20,4.6 out of 5 stars,['The McDougall Program for Maximum Weight Loss']
$37.46,4.8 out of 5 stars,['The Mexican Home Kitchen: Traditional Home-Style Recipes That Capture the Flavors and Memories of Mexico']
$37.46,4.4 out of 5 stars,"['The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal Your Body, and Regain Confidence']"
$15.95,4.6 out of 5 stars,"['Plant-Based on a Budget: Delicious Vegan Recipes for Under $30 a Week, in Less Than 30 Minutes a Meal']"
$11.72,4.4 out of 5 stars,['Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline']
$11.72,4.7 out of 5 stars,['Vegetables Illustrated: An Inspiring Guide with 700+ Kitchen-Tested Recipes']
$10.20,4.2 out of 5 stars,['The South Beach Diet Supercharged: Faster Weight Loss and Better Health for Life']
$22.99,4.7 out of 5 stars,"['The Complete One Pot: 400 Meals for Your Skillet, Sheet Pan, Instant Pot®, Dutch Oven, and More (The Complete ATK Cookbook Series)']"
$21.95,5.0 out of 5 stars,"['Why We Cook: Women on Food, Identity, and Connection']"
$35.69,4.9 out of 5 stars,"[""The Elder Scrolls®: The Official Cookbook Gift Set: | The Official Cookbook | Based on Bethesda Game Studios' RPG | Perfect Gift For Gamers""]"
$18.26,4.8 out of 5 stars,['Marvel Comics: Cooking with Deadpool']
$20.81,4.8 out of 5 stars,['Pieometry: Modern Tart Art and Pie Design for the Eye and the Palate']
$16.46,4.8 out of 5 stars,"['Intermittent Fasting Diet Guide and Cookbook: A Complete Guide to 16:8, OMAD, 5:2, Alternate-day, and More']"
$16.46,4.6 out of 5 stars,"[""Giada's Italy: My Recipes for La Dolce Vita: A Cookbook""]"
$0.00,4.7 out of 5 stars,['How to Cook Everything Vegetarian: Completely Revised Tenth Anniversary Edition']
$0.00,4.6 out of 5 stars,['The Easy 5-Ingredient Slow Cooker Cookbook: 100 Delicious No-Fuss Meals for Busy People']
$15.32,4.6 out of 5 stars,['The Cancer Diet Cookbook: Comforting Recipes for Treatment and Recovery']
$20.70,4.4 out of 5 stars,"[""Carnegie's Maid: A Novel""]"
$13.99,4.4 out of 5 stars,['Fifty Words for Rain: A Novel']
$13.99,4.4 out of 5 stars,['Catch-22: 50th Anniversary Edition']
$0.00,4.5 out of 5 stars,['The Shadow Box']
$20.79,4.8 out of 5 stars,['The Lost Spells']
$20.79,4.7 out of 5 stars,['Confess: A Novel']
$0.00,4.7 out of 5 stars,['Small Great Things: A Novel']
$0.00,4.3 out of 5 stars,['Behind Closed Doors']
$18.81,4.9 out of 5 stars,['The Tao of Pooh & The Te of Piglet']
$29.99,4.8 out of 5 stars,['The Walking Dead: Compendium One']
$29.99,4.3 out of 5 stars,['The Curious Incident of the Dog in the Night-Time']
$0.00,4.5 out of 5 stars,['Dune Messiah']
$12.31,4.4 out of 5 stars,"[""Miss Benson's Beetle: A Novel""]"
$14.99,4.4 out of 5 stars,['The Butler: A Novel']
$12.99,3.9 out of 5 stars,['Good Neighbors: A Novel']
$14.99,4.7 out of 5 stars,"[""The Queen's Weapons (Black Jewels Book 11)""]"
$23.79,4.7 out of 5 stars,"['A Radical Awakening: Turn Pain into Power, Embrace Your Truth, Live Free']"
$0.00,4.5 out of 5 stars,"[""The Hitchhiker's Guide to the Galaxy""]"
$79.99,4.8 out of 5 stars,"['Diana Gabaldon Outlander Series 8 Books Collection Set (Outlander,Dragonfly in Amber,Voyager,Drums of Autumn,Fiery Cross,Breath of Snow and Ashes,An Echo in the Bone,Written in My Own Hearts Blood)']"
$0.00,4.6 out of 5 stars,['Regretting You']
$15.20,4.8 out of 5 stars,['Beatrix Potter the Complete Tales (Peter Rabbit)']
,4.9 out of 5 stars,"['Tyndale NLT Life Application Study Bible, Third Edition, Large Print (Hardcover, Red Letter) – New Living Translation Bible, Large Print Study Bible for Enhanced Readability']"
$14.44,4.9 out of 5 stars,"['Be Strong and Courageous Joshua 1:9 Bible Verse Grey Faux Leather Journal Inspirational Zippered Notebook w/Ribbon and Lined Pages, 6.5 x 8.75 Inches']"
$12.73,4.8 out of 5 stars,['The One Year Devotions for Preschoolers (Little Blessings)']
$9.50,4.8 out of 5 stars,['Jesus Calling: 365 Devotions For Kids']
$15.99,4.8 out of 5 stars,"['KJV Holy Bible, Giant Print Standard Bible, Two-Tone Brown Faux Leather Bible w/Ribbon Marker, Red Letter Edition, King James Version']"
$15.99,4.8 out of 5 stars,['Praying the Scriptures for Your Adult Children: Trusting God with the Ones You Love']
$15.29,5.0 out of 5 stars,['Thank You for Rejecting Me: Transform Pain into Purpose and Learn to Fight for Yourself.']
$7.99,4.5 out of 5 stars,"['Try Not to Laugh Challenge, Easter Joke Book for Kids: Easter Basket Stuffer for Boys, Girls, Teens & Adults, Fun Easter Activity Book with Cute ... Easter Activities for the Whole Family!']"
$5.78,4.9 out of 5 stars,['Who Sang the First Song?']
$7.26,4.9 out of 5 stars,['Jesus Today: Experience Hope Through His Presence']
$8.98,4.7 out of 5 stars,['Easter Puzzles (Highlights™ Puzzlemania® Activity Books)']
$8.98,4.8 out of 5 stars,"['Dark Clouds, Deep Mercy: Discovering the Grace of Lament']"
$11.69,4.6 out of 5 stars,['101 Questions to Ask Before You Get Engaged']
$11.69,4.8 out of 5 stars,['The Maxwell Daily Reader: 365 Days of Insight to Develop the Leader Within You and Influence Those Around You']
$8.99,4.9 out of 5 stars,"[""Bible Infographics for Kids: Giants, Ninja Skills, a Talking Donkey, and What's the Deal with the Tabernacle?""]"
$8.99,4.7 out of 5 stars,['Together With Christ: A Dating Couples Devotional: 52 Devotions and Bible Studies to Nurture Your Relationship']
$16.69,4.8 out of 5 stars,"['Stories of the Saints: Bold and Inspiring Tales of Adventure, Grace, and Courage']"
$16.69,4.8 out of 5 stars,"[""It's All Under Control: A Journey of Letting Go, Hanging On, and Finding a Peace You Almost Forgot Was Possible""]"
$16.99,4.9 out of 5 stars,['After Doubt']
$16.99,4.9 out of 5 stars,['Philippians: A Biblical Study']
$16.99,4.9 out of 5 stars,"['Christian Art Gifts Pink Faux Leather Journal | I Know The Plans Jeremiah 29:11 Bible Verse | Slim Line Flexcover Inspirational Notebook w/Ribbon Marker, 240 Lined Pages, 6 x 8.5 x .8 Inches']"
$16.56,4.8 out of 5 stars,['Life with the Afterlife: 13 Truths I Learned about Ghosts']
$16.56,4.7 out of 5 stars,['Walden and Civil Disobedience']
$19.69,4.7 out of 5 stars,"['Caviar Dreams, Tuna Fish Budget: How to Survive in Business and Life']"
$24.99,4.7 out of 5 stars,['Broken Horses: A Memoir']
$15.99,4.8 out of 5 stars,['Everything Beautiful in Its Time: Seasons of Love and Loss']
$20.49,4.8 out of 5 stars,"[""Alone in Plain Sight: Searching for Connection When You're Seen but Not Known""]"
$14.99,5.0 out of 5 stars,['Kiss Your Brain: Diagnosis Diaries']
$14.99,4.6 out of 5 stars,['Beating the Street']
$21.11,4.7 out of 5 stars,['The Bona Fide Legend of Cool Papa Bell']
$15.89,4.8 out of 5 stars,"['Lords of the Fly: Madness, Obsession, and the Hunt for the World Record Tarpon']"
$28.70,5.0 out of 5 stars,['Glamour: 30 Years of Women Who Have Reshaped the World']
$5.99,4.6 out of 5 stars,['Notebook: Black Cover - Size (8.5 x 11 inches) 120 Pages: Lined Paper']
$16.19,4.8 out of 5 stars,['Brave Heroes and Bold Defenders: 50 True Stories of Daring Men of God']
$27.99,4.5 out of 5 stars,['My Body']
$0.00,4.7 out of 5 stars,['Rage']
$13.49,4.6 out of 5 stars,"['The Book of Me, 2nd Edition (Autobiographical Journal)']"
$15.29,4.4 out of 5 stars,['Big Friendship: How We Keep Each Other Close']
$17.99,4.8 out of 5 stars,"['Ninth Street Women: Lee Krasner, Elaine de Kooning, Grace Hartigan, Joan Mitchell, and Helen Frankenthaler: Five Painters and the Movement That Changed Modern Art']"
$14.44,4.9 out of 5 stars,"[""Nala's World: One Man, His Rescue Cat, and a Bike Ride around the Globe""]"
$15.99,4.7 out of 5 stars,['The Women with Silver Wings: The Inspiring True Story of the Women Airforce Service Pilots of World War II']
$49.03,4.8 out of 5 stars,['Strata: William Smith’s Geological Maps']
$11.99,4.7 out of 5 stars,"[""Five Chimneys: A Woman Survivor's True Story of Auschwitz""]"
$11.99,4.8 out of 5 stars,['Dr. Seuss: The Great Doodler (Step into Reading)']
$9.99,4.6 out of 5 stars,['The Warrior Ethos']
$19.34,4.7 out of 5 stars,['Forgotten Peoples of the Ancient World']
$19.99,4.7 out of 5 stars,['On This Day in History Sh!t Went Down']
$21.95,4.1 out of 5 stars,"['Growing Up Bank Street: A Greenwich Village Memoir (Washington Mews Books, 10)']"
$17.99,4.6 out of 5 stars,['The Good Girls: An Ordinary Killing']
$23.95,4.2 out of 5 stars,['Landscapes of the Metropolis of Death: Reflections on Memory and Imagination']
$23.95,4.8 out of 5 stars,['Who is J.K. Rowling?']
$15.72,4.7 out of 5 stars,"[""Ashley's War: The Untold Story of a Team of Women Soldiers on the Special Ops Battlefield""]"
$22.99,4.7 out of 5 stars,"['Work: A Deep History, from the Stone Age to the Age of Robots']"
$0.00,4.8 out of 5 stars,['John Adams']
$0.00,4.2 out of 5 stars,['Maniac: The Bath School Disaster and the Birth of the Modern Mass Killer']
$0.00,4.8 out of 5 stars,['Slavery by Another Name: The Re-Enslavement of Black Americans from the Civil War to World War II']
$24.21,4.8 out of 5 stars,['Eagle Down: The Last Special Forces Fighting the Forever War']
$4.99,4.7 out of 5 stars,"['Stony the Road: Reconstruction, White Supremacy, and the Rise of Jim Crow']"
$11.29,4.6 out of 5 stars,"['The Things Our Fathers Saw: The Untold Stories of the World War II Generation from Hometown, USA-Voices of the Pacific Theater']"
$11.29,4.5 out of 5 stars,"[""Justice: What's The Right Thing To Do?""]"
$9.99,4.2 out of 5 stars,['Chinese Girl in the Ghetto']
$9.99,4.9 out of 5 stars,['What Was the Titanic?']
$5.80,4.9 out of 5 stars,['What Was Pearl Harbor?']
$31.46,4.9 out of 5 stars,"['To Boldly Go: Leadership, Strategy, and Conflict in the 21st Century and Beyond']"
$19.80,4.8 out of 5 stars,['Power Thought Cards: A 64 Card Deck (Box Set)']
$14.99,4.6 out of 5 stars,"['WomanCode: Perfect Your Cycle, Amplify Your Fertility, Supercharge Your Sex Drive, and Become a Power Source']"
$11.99,4.5 out of 5 stars,['Drive: The Surprising Truth About What Motivates Us']
$11.97,4.7 out of 5 stars,"['2021 Instant Happy Notes Boxed Calendar: 365 Reminders to Smile and Shine! (Happiness Daily Calendar, Inspirational Gift for Women, Desk Gift for Him)']"
$10.39,4.6 out of 5 stars,"['The Bullet Journal Method: Track the Past, Order the Present, Design the Future']"
$9.59,4.6 out of 5 stars,['This Year I Will...: A 52-Week Guided Journal to Achieve Your Goals']
$12.99,4.5 out of 5 stars,['Loving What Is: Four Questions That Can Change Your Life']
$12.99,4.8 out of 5 stars,['Los secretos de la mente millonaria (2013) (Spanish Edition)']
$16.96,5.0 out of 5 stars,['Breaking Free of Child Anxiety and OCD: A Scientifically Proven Program for Parents']
$45.75,4.9 out of 5 stars,['Loving: A Photographic History of Men in Love 1850s-1950s (5 CONTINENTS ED)']
$9.95,4.2 out of 5 stars,"['Position of the Day: Sex Every Day in Every Way (Adult Humor Books, Books for Couples, Bachelorette Gifts)']"
$32.91,4.8 out of 5 stars,"['Boundless: Upgrade Your Brain, Optimize Your Body & Defy Aging']"
$9.95,4.5 out of 5 stars,"['No Worries: A Guided Journal to Help You Calm Anxiety, Relieve Stress, and Practice Positive Thinking Each Day (Self Care & Self Help Books)']"
$15.30,4.7 out of 5 stars,['The Art of Happiness: A Handbook for Living']
$14.43,4.8 out of 5 stars,"['The Energy Codes: The 7-Step System to Awaken Your Spirit, Heal Your Body, and Live Your Best Life']"
$13.45,4.7 out of 5 stars,['Think Like a Warrior: The Five Inner Beliefs That Make You Unstoppable (Sports for the Soul) (Volume 1)']
$12.25,4.5 out of 5 stars,"['Finish What You Start: The Art of Following Through, Taking Action, Executing, & Self-Discipline']"
$12.25,4.5 out of 5 stars,['The Confidence Code: The Science and Art of Self-Assurance---What Women Should Know']
$10.39,4.8 out of 5 stars,['Living Sober']
$13.99,4.6 out of 5 stars,"[""Time's Convert: A Novel""]"
$28.02,4.7 out of 5 stars,"['The Broken Earth Trilogy: The Fifth Season, The Obelisk Gate, The Stone Sky']"
$28.02,4.6 out of 5 stars,['Song of Solomon']
$33.24,4.9 out of 5 stars,"['Star Wars®: The Jedi Path and Book of Sith Deluxe Box Set (Star Wars Gifts, Sith Book, Jedi Code, Star Wars Book Set)']"
$22.06,4.8 out of 5 stars,"['The Witcher Stories Boxed Set: The Last Wish, Sword of Destiny: Introducing the Witcher']"
$9.55,4.5 out of 5 stars,['Rebecca']
$9.55,4.8 out of 5 stars,['November 9: A Novel']
$10.95,4.6 out of 5 stars,['The Star-Crossed Sisters of Tuscany']
$2.99,4.4 out of 5 stars,['The Beach House (South Carolina Sunsets Book 1)']
$0.00,4.7 out of 5 stars,['East of Eden']
$8.59,4.4 out of 5 stars,['The Light We Lost']
$3.99,4.3 out of 5 stars,['The Housekeeper: A twisted psychological thriller']
$14.99,4.3 out of 5 stars,['Dark Tarot (A Carpathian Novel Book 35)']
$14.99,4.5 out of 5 stars,['Fair Warning (Jack McEvoy Book 3)']
$0.00,4.8 out of 5 stars,['Lonesome Dove']
$20.75,4.9 out of 5 stars,['Pound The Stone: 7 Lessons To Develop Grit On The Path To Mastery']
$94.99,4.7 out of 5 stars,"['Bridgerton Family Book Series 5 Books Collection Set by Julia Quinn (The Duke and I, Viscount Who Loved Me, Offer From a Gentleman, Romancing Mr Bridgerton & Sir Phillip, With Love) NETFLIX']"
$14.99,4.2 out of 5 stars,['The Kindest Lie: A Novel']
$12.99,4.7 out of 5 stars,['After (The After Series Book 1)']
,4.8 out of 5 stars,"[""The Well Plated Cookbook: Fast, Healthy Recipes You'll Want to Eat""]"
$14.99,4.7 out of 5 stars,"['The Engine 2 Cookbook: More than 130 Lip-Smacking, Rib-Sticking, Body-Slimming Recipes to Live Plant-Strong']"
$22.49,4.8 out of 5 stars,['Meat Illustrated: A Foolproof Guide to Understanding and Cooking with Cuts of All Kinds']
$32.99,4.7 out of 5 stars,"['Sauces: Classical and Contemporary Sauce Making, Fourth Edition']"
$32.99,4.7 out of 5 stars,"[""Cook It in Cast Iron: Kitchen-Tested Recipes for the One Pan That Does It All (Cook's Country)""]"
$32.99,4.8 out of 5 stars,"['The Everyday Ketogenic Kitchen: With More than 150 Inspirational Low-Carb, High-Fat Recipes to Maximize Your Health (1)']"
$21.24,4.7 out of 5 stars,"[""Nose Dive: A Field Guide to the World's Smells""]"
$19.10,4.7 out of 5 stars,['Barefoot Contessa Back to Basics: Fabulous Flavor from Simple Ingredients: A Cookbook']
$19.10,4.7 out of 5 stars,"[""Sous Vide for Everybody: The Easy, Foolproof Cooking Technique That's Sweeping the World""]"
$23.43,4.6 out of 5 stars,['Body Love Every Day: Choose Your Life-Changing 21-Day Path to Food Freedom (The Body Love Series)']
$21.86,4.6 out of 5 stars,"['Ultimate Guide: Barns, Sheds & Outbuildings, Updated 4th Edition, Plan/Design/Build: Step-by-Step Building and Design Instructions Plus Plans to Build More Than 100 Outbuildings (Creative Homeowner)']"
$15.99,4.8 out of 5 stars,['Chicano Eats: Recipes from My Mexican-American Kitchen']
$15.99,4.6 out of 5 stars,['Graze: Inspiration for Small Plates and Meandering Meals: A Cookbook']
$15.99,4.8 out of 5 stars,"['The Big Book of Kombucha: Brewing, Flavoring, and Enjoying the Health Benefits of Fermented Tea']"
$1.99,4.7 out of 5 stars,['The Breath of a Wok: Unlocking the Spirit of Chinese Wok Cooking Throug']
$8.99,4.4 out of 5 stars,"['57 Scientifically-Proven Survival Foods to Stockpile: How to Maximize Your Health With Everyday Shelf-Stable Grocery Store Foods, Bulk Foods, And Superfoods']"
$15.79,4.5 out of 5 stars,"['The 4-Phase Histamine Reset Plan: Getting to the Root of Migraines, Eczema, Vertigo, Allergies and More']"
$15.79,4.7 out of 5 stars,['All About Cake: A Milk Bar Cookbook']
$16.18,4.5 out of 5 stars,['Air Fryer Cookbook (3-Ring Binder)']
$16.18,4.7 out of 5 stars,"['Sweet Laurel: Recipes for Whole Food, Grain-Free Desserts: A Baking Book']"
$22.49,4.7 out of 5 stars,['The Plant-Based Baby and Toddler: Your Complete Feeding Guide for 6 months to 3 years']
$11.15,4.6 out of 5 stars,"['Body Love: Live in Balance, Weigh What You Want, and Free Yourself from Food Drama Forever (The Body Love Series)']"
$31.49,4.8 out of 5 stars,"['Biblia Reina Valera 1960 Edición Portátil con Cierre, Letra Grande, Tamaño Manual, Leathersoft, Negro, Edición Letra Roja / Spanish Bible RVR60 Lg Print (Spanish Edition)']"
$16.57,4.5 out of 5 stars,"['DR. SEBI Medicinal Herbs: Healing Uses, Dosage, DIY Capsules & Where to buy wildcrafted Herbal Plants for Remedies, Detox Cleanse, Immunity, Weight Loss, Lungs, Eyes, Skin & Hair Rejuvenation']"
$21.59,4.8 out of 5 stars,['Systematic Theology: An Introduction to Biblical Doctrine']
$15.71,4.9 out of 5 stars,['Begin Again: Your Hope and Renewal Start Today']
$13.84,4.8 out of 5 stars,['You and Me Forever: Marriage in Light of Eternity']
$44.95,4.9 out of 5 stars,"[""NASB, MacArthur Study Bible, 2nd Edition, Hardcover, Gray, Comfort Print: Unleashing God's Truth One Verse at a Time""]"
$12.89,4.9 out of 5 stars,['The Power of a Praying® Parent']
$3.00,4.7 out of 5 stars,"[""The Story of Saint Patrick's Day""]"
$14.29,4.8 out of 5 stars,"['A Lineage of Grace: Biblical Stories of 5 Women in the Lineage of Jesus - Tamar, Rahab, Ruth, Bathsheba, & Mary (Historical Christian Fiction with In-Depth Bible Studies)']"
$23.99,4.8 out of 5 stars,"['KJV Holy Bible, Giant Print Standard Bible, Purple Faux Leather Bible w/Ribbon Marker, Red Letter Edition, King James Version']"
$23.99,4.8 out of 5 stars,['God Gave Us Two']
$7.97,4.8 out of 5 stars,"['Easter Egg Coloring Book for Kids Ages 1-4: A Fun Activity Big Easter Egg Coloring Book for Toddlers & Preschool, +50 Eggs Design to color | Easter ... kids | Easter Book for toddlers Boys & Girls']"
$12.56,4.6 out of 5 stars,['Escaping from Eden: Does Genesis Teach that the Human Race was Created by God or Engineered by ETs?']
$25.49,4.8 out of 5 stars,"['NIV, Super Giant Print Reference Bible, Leathersoft, Teal, Red Letter, Comfort Print']"
$7.99,4.7 out of 5 stars,['Here Comes T. Rex Cottontail']
$7.99,4.9 out of 5 stars,['A Shepherd Looks at Psalm 23']
$10.89,4.8 out of 5 stars,['The Story: The Bible as One Continuing Story of God and His People (Selections from the New International Version)']
$15.57,4.8 out of 5 stars,['Laugh and Grow Bible for Kids: The Gospel in 52 Five-Minute Bible Stories']
$22.46,4.9 out of 5 stars,"['The C. S. Lewis Signature Classics: An Anthology of 8 C. S. Lewis Titles: Mere Christianity, The Screwtape Letters, Miracles, The Great Divorce, The ... The Abolition of Man, and The Four Loves']"
$36.79,4.9 out of 5 stars,"['NIV, Life Application Study Bible, Third Edition, Large Print, Bonded Leather, Black, Red Letter']"
$15.88,4.8 out of 5 stars,['Becoming a King: The Path to Restoring the Heart of a Man']
$15.88,4.8 out of 5 stars,['The Moody Bible Commentary']
$15.88,4.8 out of 5 stars,['Strong: Devotions to Live a Powerful and Passionate Life']
$15.88,4.8 out of 5 stars,"[""Elmo's Easter Egg Surprises (Sesame Street) (Little Golden Book)""]"
$0.00,4.6 out of 5 stars,['Little Weirds']
$13.69,4.8 out of 5 stars,['More Than Enough: Claiming Space for Who You Are (No Matter What They Say)']
$0.00,4.5 out of 5 stars,"['To Shake the Sleeping Self: A Journey from Oregon to Patagonia, and a Quest for a Life with No Regret']"
$22.94,4.7 out of 5 stars,"[""The Devil and Karl Marx: Communism's Long March of Death, Deception, and Infiltration""]"
$0.00,4.8 out of 5 stars,['El traidor [The Traitor]: El diario secreto del hijo del Mayo [The Secret Diary of the Son of May]']
$0.00,4.7 out of 5 stars,['The Stranger Beside Me: The Shocking True Story of Serial Killer Ted Bundy']
$0.00,4.6 out of 5 stars,['The Chiffon Trenches: A Memoir']
$29.99,4.8 out of 5 stars,"[""Inside Trump's White House: The Real Story of His Presidency""]"
$29.99,4.6 out of 5 stars,"['The Seuss, the Whole Seuss and Nothing But the Seuss: A Visual Biography of Theodor Seuss Geisel']"
$29.99,4.7 out of 5 stars,['Eleven Rings: The Soul of Success']
$0.00,4.6 out of 5 stars,['The Snowball: Warren Buffett and the Business of Life']
$8.40,4.7 out of 5 stars,['Paint by Sticker: Music Icons: Re-create 10 Classic Photographs One Sticker at a Time!']
$8.79,4.8 out of 5 stars,['Complete Guide to Home Canning: Revised 2015']
,4.7 out of 5 stars,['The Feminine Mystique (50th Anniversary Edition)']
$9.99,4.5 out of 5 stars,['Taking America Back for God: Christian Nationalism in the United States']
$16.74,4.8 out of 5 stars,['Spirituality Before Religions: Spirituality is Unseen Science...Science is Seen Spirituality']
$0.00,4.7 out of 5 stars,"[""America Before: The Key to Earth's Lost Civilization""]"
$21.60,3.9 out of 5 stars,['White Evangelical Racism: The Politics of Morality in America (A Ferris and Ferris Book)']
$25.99,4.8 out of 5 stars,['Land of Hope: An Invitation to the Great American Story']
$25.99,4.7 out of 5 stars,['Lincoln']
$8.99,4.7 out of 5 stars,['The Negro Motorist Green-Book: 1940 Facsimile Edition']
$8.99,4.6 out of 5 stars,['Democracy in America']
$8.99,4.4 out of 5 stars,['U.S. Army Guide to Boobytraps']
$42.33,4.8 out of 5 stars,['Food of Life: Ancient Persian and Modern Iranian Cooking and Ceremonies']
$18.50,4.7 out of 5 stars,['The Bell Curve: Intelligence and Class Structure in American Life (A Free Press Paperbacks Book)']
$7.39,4.7 out of 5 stars,"['Majestic Bible Tabs Lavender by Na, Na (2009)']"
$7.39,4.8 out of 5 stars,['An African American and Latinx History of the United States (REVISIONING HISTORY)']
$14.90,4.6 out of 5 stars,['The Enneagram: A Christian Perspective']
$16.20,4.8 out of 5 stars,['They Were Her Property']
$10.99,4.7 out of 5 stars,['The Storm Before the Storm: The Beginning of the End of the Roman Republic']
$21.10,3.3 out of 5 stars,['The Unreasonable Virtue of Fly Fishing']
$19.59,4.7 out of 5 stars,['Dominion: How the Christian Revolution Remade the World']
$21.95,4.5 out of 5 stars,['The Modern Survival Manual: Surviving the Economic Collapse']
$0.00,4.6 out of 5 stars,"['Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators']"
$0.00,4.7 out of 5 stars,"['Five Presidents: My Extraordinary Journey with Eisenhower, Kennedy, Johnson, Nixon, and Ford']"
$0.00,4.7 out of 5 stars,['Infinite Powers: How Calculus Reveals the Secrets of the Universe']
$9.99,4.6 out of 5 stars,['The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom']
$15.71,4.4 out of 5 stars,"['The Algebra of Happiness: Notes on the Pursuit of Success, Love, and Meaning']"
$12.85,4.8 out of 5 stars,['Peace Is Every Step: The Path of Mindfulness in Everyday Life']
$12.85,4.8 out of 5 stars,['Astrology: Using the Wisdom of the Stars in Your Everyday Life']
$12.85,4.7 out of 5 stars,['As a Man Thinketh']
$10.27,4.6 out of 5 stars,"['The Self Care Prescription: Powerful Solutions to Manage Stress, Reduce Anxiety & Increase Wellbeing']"
$0.00,4.6 out of 5 stars,['Originals: How Non-Conformists Move the World']
$0.00,4.7 out of 5 stars,"['The Road Less Traveled, Timeless Edition: A New Psychology of Love, Traditional Values and Spiritual Growth']"
$19.54,4.8 out of 5 stars,['The Self-Sufficient Life and How to Live It: The Complete Back-to-Basics Guide']
$13.99,4.7 out of 5 stars,['Alcoholics Anonymous: The Big Book']
$13.99,4.9 out of 5 stars,"[""The Yamas & Niyamas: Exploring Yoga's Ethical Practice""]"
$19.99,4.9 out of 5 stars,['Discover Your Dharma: A Vedic Guide to Finding Your Purpose']
$19.99,4.6 out of 5 stars,"[""Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships""]"
$19.99,4.6 out of 5 stars,['Blindspot: Hidden Biases of Good People']
$11.29,4.4 out of 5 stars,"['Nudge: Improving Decisions About Health, Wealth, and Happiness']"
$11.29,4.7 out of 5 stars,"['How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job']"
$0.00,4.6 out of 5 stars,['The Seat of the Soul: 25th Anniversary Edition']
$8.00,4.6 out of 5 stars,['The Absolutely True Diary of a Part-Time Indian']
$14.49,4.7 out of 5 stars,['1984']
$11.54,4.3 out of 5 stars,['When the Apricots Bloom']
$25.47,4.8 out of 5 stars,"['Wheel of Time Premium Boxed Set I: Books 1-3 (The Eye of the World, The Great Hunt, The Dragon Reborn)']"
$25.47,4.9 out of 5 stars,"['The Skyrim Library - Volumes I, II & III (Box Set)']"
$25.47,4.4 out of 5 stars,['Rules of Civility: A Novel']
$0.00,4.2 out of 5 stars,['The Only Good Indians']
$11.99,4.4 out of 5 stars,['The Order: A Novel (Gabriel Allon Series Book 20)']
$12.99,4.4 out of 5 stars,['Dear Edward: A Novel']
$11.99,4.2 out of 5 stars,"['My Sister, the Serial Killer: A Novel']"
$0.00,4.3 out of 5 stars,['Infinite Jest: Part I With a Foreword by Dave Eggers']
$0.00,4.5 out of 5 stars,['A Discovery of Witches: A Novel']
$14.99,4.4 out of 5 stars,['The Exiles: A Novel']
$14.99,4.6 out of 5 stars,['The Joy Luck Club: A Novel']
$19.63,4.8 out of 5 stars,['The Crazy Rich Asians Trilogy Box Set']
$16.62,4.2 out of 5 stars,['Black Buck']
$16.62,4.2 out of 5 stars,['Conversations with Friends: A Novel']
$0.00,4.7 out of 5 stars,['The Stand']
$22.09,4.9 out of 5 stars,['James Baldwin : Collected Essays : Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays (Library of America)']
$22.09,4.5 out of 5 stars,['Blood Meridian: Or the Evening Redness in the West']
$22.09,4.5 out of 5 stars,['Do Androids Dream of Electric Sheep?: The inspiration for the films Blade Runner and Blade Runner 2049']
$8.99,5.0 out of 5 stars,['Easter Hidden Pictures Puffy Sticker Playscenes (Highlights Puffy Sticker Playscenes)']
$9.99,4.9 out of 5 stars,['Near: Psalm 139 (Jesus Storybook Bible)']
$9.99,4.9 out of 5 stars,"[""A. W. Tozer: Three Spiritual Classics in One Volume: The Knowledge of the Holy, The Pursuit of God, and God's Pursuit of Man""]"
$10.79,4.6 out of 5 stars,['Angry Ninja: A Children’s Book About Fighting and Managing Anger (Ninja Life Hacks)']
$12.95,4.8 out of 5 stars,['The Velveteen Rabbit: The Original 1922 Edition in Full Color']
$12.95,4.9 out of 5 stars,['Vessels of Fire and Glory: Breaking Demonic Spells Over America to Release a Great Awakening']
$15.29,4.8 out of 5 stars,['The One Year Daily Moments of Strength: Inspiration for Men']
$15.29,4.7 out of 5 stars,"['Strong Fathers, Strong Daughters: 10 Secrets Every Father Should Know']"
$13.46,4.8 out of 5 stars,['The Green Ember (The Green Ember Series: Book 1)']
$14.90,4.9 out of 5 stars,['My Heart Will Triumph']
$8.98,4.8 out of 5 stars,['Easter Is Coming! (padded)']
